default|education|contact|marital|poutcome|housing|loan|month|job|balance|day_of_week|campaign|age|pdays|previous|duration|y
yes|secondary|cellular|single|unknown|yes|yes|may|blue-collar|-177|7|1|35|-1|0|193|no
no|tertiary|cellular|married|failure|yes|no|may|entrepreneur|280|7|1|36|351|1|252|no
no|primary|cellular|married|failure|yes|no|may|management|733|7|1|41|335|7|69|no
no|primary|cellular|single|failure|yes|no|may|services|5907|7|1|41|167|5|198|no
no|secondary|telephone|single|failure|yes|yes|may|admin.|0|7|1|36|168|3|63|no
no|tertiary|cellular|single|failure|yes|yes|may|management|-679|7|1|36|93|1|172|no
no|tertiary|cellular|married|unknown|yes|no|may|self-employed|259|7|1|31|-1|0|47|no
no|secondary|cellular|single|unknown|yes|no|may|admin.|178|7|1|40|-1|0|83|no
no|unknown|cellular|single|unknown|yes|no|may|blue-collar|461|7|1|31|-1|0|462|no
no|tertiary|cellular|married|failure|yes|no|may|entrepreneur|3689|7|1|45|169|5|397|no
no|secondary|cellular|married|unknown|yes|no|may|retired|-324|7|2|58|-1|0|229|no
no|tertiary|cellular|single|unknown|yes|no|may|admin.|475|7|1|33|-1|0|1046|yes
no|tertiary|cellular|married|failure|yes|no|may|management|3|7|1|39|170|1|1145|no
no|primary|cellular|married|failure|yes|no|may|blue-collar|494|7|1|33|346|2|159|no
no|secondary|cellular|married|failure|yes|no|may|admin.|187|7|1|30|170|1|56|no
no|tertiary|cellular|single|unknown|yes|no|may|management|714|7|1|47|-1|0|609|no
no|tertiary|cellular|married|unknown|yes|no|may|management|1435|7|1|42|-1|0|1148|yes
no|secondary|cellular|married|unknown|yes|no|may|admin.|-30|7|1|48|-1|0|133|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|0|7|1|39|7|2|502|no
no|secondary|cellular|single|unknown|yes|no|may|technician|32|7|1|41|-1|0|162|no
no|tertiary|cellular|single|failure|yes|no|may|management|4|7|2|36|342|1|855|yes
no|tertiary|cellular|single|unknown|yes|yes|may|management|1618|7|1|35|-1|0|542|yes
no|secondary|cellular|single|failure|yes|no|may|services|544|7|1|35|345|2|91|no
no|secondary|cellular|single|unknown|yes|yes|may|technician|905|7|1|27|-1|0|245|no
no|tertiary|cellular|single|unknown|yes|no|may|management|4239|7|1|39|-1|0|40|no
no|primary|cellular|divorced|failure|yes|no|may|blue-collar|-57|7|1|44|356|2|234|no
no|primary|cellular|married|unknown|yes|no|may|entrepreneur|-786|7|1|38|-1|0|126|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|428|7|1|32|363|1|93|no
no|secondary|cellular|married|unknown|yes|yes|may|technician|-1490|7|1|34|-1|0|219|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|39|7|1|32|-1|0|128|no
no|secondary|cellular|single|success|yes|no|may|services|-271|7|1|30|337|1|609|yes
no|tertiary|cellular|married|other|yes|yes|may|entrepreneur|2179|7|1|33|167|2|217|no
no|secondary|cellular|single|failure|yes|no|may|services|358|7|1|33|356|3|302|no
no|secondary|cellular|single|unknown|yes|no|may|blue-collar|2|7|1|26|-1|0|223|no
no|secondary|cellular|single|unknown|yes|no|may|blue-collar|11639|7|1|31|-1|0|1191|no
no|secondary|cellular|divorced|unknown|yes|no|may|entrepreneur|-271|7|1|39|-1|0|406|no
no|secondary|cellular|divorced|unknown|yes|no|may|blue-collar|-152|7|3|55|-1|0|36|no
no|secondary|cellular|single|unknown|yes|no|may|technician|64|7|1|21|-1|0|16|no
no|tertiary|cellular|married|failure|yes|no|may|management|502|7|1|37|351|1|551|no
no|secondary|cellular|single|failure|yes|no|may|technician|4659|7|1|23|318|4|158|no
no|secondary|cellular|married|other|yes|yes|may|admin.|61|7|1|24|343|2|278|no
no|primary|cellular|married|failure|yes|no|may|blue-collar|6596|7|1|41|168|1|192|no
no|tertiary|cellular|married|failure|no|no|may|retired|138|7|1|58|346|5|143|no
no|primary|cellular|married|unknown|yes|yes|may|blue-collar|-145|7|1|32|-1|0|273|no
no|primary|cellular|married|failure|yes|no|may|management|1052|7|1|58|359|4|147|no
no|secondary|cellular|single|unknown|yes|no|may|blue-collar|-392|7|1|25|-1|0|346|no
no|tertiary|cellular|married|unknown|yes|no|may|entrepreneur|4576|7|1|36|-1|0|272|no
no|secondary|cellular|single|unknown|yes|no|may|services|0|7|1|25|-1|0|282|no
no|secondary|cellular|married|unknown|yes|yes|may|management|1363|7|4|46|-1|0|60|no
no|unknown|cellular|married|failure|yes|no|may|services|12839|7|1|47|171|4|50|no
no|secondary|cellular|single|failure|yes|no|may|technician|29|7|1|45|367|1|86|no
no|tertiary|cellular|single|unknown|yes|no|may|services|1763|7|2|32|-1|0|163|no
no|secondary|cellular|single|unknown|yes|no|may|technician|77|7|1|31|-1|0|229|no
no|secondary|cellular|single|unknown|yes|no|may|student|520|7|1|25|-1|0|236|no
no|secondary|cellular|married|failure|yes|no|may|technician|6|7|1|54|367|1|109|no
no|secondary|cellular|single|unknown|yes|no|may|technician|14|7|1|39|-1|0|72|no
no|secondary|cellular|married|failure|yes|no|may|technician|78|7|1|44|357|1|122|no
no|secondary|cellular|single|unknown|no|no|may|blue-collar|1882|7|2|31|-1|0|529|no
no|secondary|cellular|single|unknown|yes|yes|may|admin.|2166|7|1|59|-1|0|574|yes
no|secondary|cellular|married|failure|yes|no|may|blue-collar|913|7|1|53|288|1|213|no
no|secondary|cellular|single|unknown|yes|no|may|services|168|7|1|28|-1|0|128|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|4031|7|4|44|-1|0|983|yes
no|secondary|cellular|married|failure|yes|no|may|technician|-475|7|3|39|301|1|168|no
no|secondary|cellular|married|unknown|yes|no|may|retired|599|7|1|59|-1|0|31|no
no|tertiary|cellular|married|unknown|yes|no|may|entrepreneur|228|7|1|51|-1|0|72|no
no|tertiary|cellular|divorced|failure|yes|no|may|management|0|7|1|54|297|3|199|no
no|secondary|cellular|single|unknown|yes|no|may|blue-collar|2469|7|1|37|-1|0|232|no
no|tertiary|cellular|married|other|yes|yes|may|management|34230|7|1|53|358|9|279|no
no|tertiary|cellular|married|failure|yes|no|may|management|779|7|1|57|367|1|282|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|322|7|1|60|-1|0|63|no
no|unknown|cellular|married|unknown|yes|no|may|services|6|7|1|51|-1|0|282|no
no|primary|cellular|married|unknown|yes|no|may|retired|670|7|1|51|-1|0|391|no
no|tertiary|telephone|divorced|failure|yes|no|may|technician|477|7|1|47|366|1|973|no
no|tertiary|cellular|married|unknown|yes|no|may|management|1072|7|1|41|-1|0|199|no
no|tertiary|cellular|married|failure|no|no|may|management|64|7|1|37|295|1|219|no
no|primary|cellular|single|other|yes|no|may|admin.|0|7|1|53|322|5|176|no
no|secondary|cellular|married|unknown|yes|yes|may|blue-collar|7|7|1|37|-1|0|336|no
no|secondary|cellular|single|failure|yes|no|may|services|-278|7|5|41|360|3|17|no
yes|secondary|cellular|married|unknown|yes|yes|may|blue-collar|0|7|1|48|-1|0|275|no
no|secondary|cellular|married|unknown|yes|no|may|technician|399|7|1|33|-1|0|143|no
no|secondary|cellular|single|failure|yes|no|may|technician|359|7|1|30|303|1|362|no
no|tertiary|cellular|married|unknown|yes|no|may|self-employed|192|7|1|57|-1|0|320|no
no|secondary|cellular|divorced|unknown|yes|no|may|blue-collar|25|7|1|47|-1|0|166|no
no|tertiary|cellular|single|other|no|no|may|management|1804|7|1|36|366|1|170|no
no|secondary|cellular|single|failure|yes|yes|may|admin.|428|7|1|29|345|2|54|no
no|primary|cellular|married|failure|yes|no|may|blue-collar|223|7|1|37|297|3|569|no
no|secondary|cellular|married|failure|yes|no|may|services|2745|7|1|58|324|2|161|no
no|secondary|cellular|married|failure|yes|no|may|self-employed|1066|7|2|53|170|4|57|no
no|secondary|cellular|married|unknown|yes|yes|may|services|191|7|1|44|-1|0|490|no
no|secondary|cellular|single|unknown|yes|no|may|admin.|1725|7|1|24|-1|0|59|no
no|secondary|cellular|married|failure|yes|no|may|entrepreneur|0|7|1|51|300|2|158|no
no|tertiary|cellular|married|unknown|yes|no|may|management|8509|7|1|54|-1|0|147|no
no|secondary|cellular|married|failure|yes|no|may|technician|-938|7|1|48|344|2|134|no
no|secondary|cellular|divorced|unknown|yes|yes|may|technician|-1034|7|1|46|-1|0|195|no
no|tertiary|cellular|single|failure|yes|yes|may|management|-307|7|2|32|346|2|447|no
no|secondary|cellular|single|unknown|yes|no|may|blue-collar|2891|7|1|29|-1|0|293|no
no|secondary|cellular|married|unknown|yes|yes|may|technician|504|7|2|31|-1|0|52|no
no|secondary|cellular|divorced|failure|yes|no|may|technician|558|7|2|34|167|5|130|no
no|secondary|cellular|single|other|yes|no|may|blue-collar|0|7|2|31|345|1|113|no
no|secondary|cellular|divorced|failure|yes|yes|may|services|72|7|1|56|357|4|263|no
no|primary|cellular|married|failure|no|no|may|housemaid|322|7|1|41|324|2|105|no
no|secondary|cellular|married|failure|yes|yes|may|blue-collar|2044|7|1|42|282|5|155|no
no|secondary|cellular|single|failure|no|no|may|blue-collar|43|7|1|29|353|1|142|no
no|secondary|cellular|single|unknown|yes|no|may|services|2348|7|2|42|-1|0|448|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|682|7|1|35|-1|0|141|no
no|secondary|cellular|married|other|yes|no|may|admin.|874|7|1|42|287|2|176|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|1|7|1|38|-1|0|154|no
no|tertiary|cellular|single|unknown|yes|no|may|management|815|7|1|37|-1|0|77|no
no|secondary|cellular|single|unknown|yes|yes|may|technician|1001|7|1|40|-1|0|148|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|16|7|1|50|356|11|290|no
no|tertiary|telephone|married|unknown|yes|no|may|housemaid|0|7|1|45|-1|0|309|no
no|tertiary|cellular|single|unknown|yes|no|may|technician|741|7|1|39|-1|0|69|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|-470|7|2|28|-1|0|275|no
no|tertiary|cellular|single|unknown|yes|no|may|management|682|7|1|28|-1|0|79|no
no|secondary|cellular|married|other|yes|no|may|blue-collar|922|7|1|28|339|1|226|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|328|7|1|47|-1|0|58|no
no|secondary|cellular|single|unknown|yes|no|may|admin.|122|7|2|25|-1|0|481|yes
no|secondary|cellular|married|failure|yes|no|may|management|21|7|1|46|338|2|124|no
no|secondary|cellular|single|unknown|yes|yes|may|technician|1467|7|1|35|-1|0|381|no
no|primary|cellular|divorced|unknown|yes|no|may|blue-collar|1234|7|1|43|-1|0|307|no
no|primary|cellular|divorced|unknown|yes|yes|may|blue-collar|57|7|1|51|-1|0|355|no
no|tertiary|cellular|single|failure|yes|no|may|student|37|7|1|27|364|1|125|no
no|secondary|cellular|single|other|yes|no|may|blue-collar|537|7|1|23|353|2|172|no
no|primary|cellular|married|unknown|yes|yes|may|blue-collar|206|7|1|47|-1|0|118|no
no|secondary|cellular|married|unknown|yes|yes|may|management|0|7|1|50|-1|0|55|no
no|tertiary|cellular|single|unknown|yes|no|may|technician|5365|7|2|41|-1|0|412|no
no|secondary|cellular|married|unknown|yes|no|may|retired|455|7|1|57|-1|0|361|no
no|secondary|cellular|married|unknown|yes|yes|may|blue-collar|-109|7|4|30|-1|0|160|no
no|secondary|cellular|married|failure|yes|no|may|entrepreneur|393|7|1|34|293|3|174|no
no|secondary|cellular|married|other|yes|no|may|services|278|7|1|47|366|1|51|no
no|primary|cellular|married|other|yes|yes|may|services|5024|7|1|50|267|11|661|yes
no|unknown|cellular|married|unknown|yes|no|may|blue-collar|0|7|1|34|-1|0|183|no
no|secondary|cellular|married|unknown|yes|yes|may|services|1323|7|1|48|-1|0|99|no
no|secondary|cellular|married|unknown|no|no|may|services|0|7|1|55|-1|0|110|no
no|secondary|cellular|married|unknown|yes|no|may|services|1703|7|1|51|-1|0|101|no
no|primary|cellular|single|failure|yes|no|may|blue-collar|181|7|1|43|343|2|174|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|148|7|1|53|359|1|66|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|32|7|1|40|-1|0|102|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|160|7|1|51|359|1|136|no
no|secondary|cellular|married|other|yes|no|may|technician|0|7|1|49|276|1|190|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|0|7|1|36|-1|0|332|no
no|primary|cellular|married|unknown|yes|no|may|services|3|7|1|44|-1|0|228|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|6242|7|1|54|-1|0|162|no
no|secondary|cellular|divorced|unknown|yes|no|may|services|339|7|3|50|-1|0|43|no
no|secondary|cellular|married|unknown|yes|no|may|technician|-1944|7|1|51|-1|0|623|yes
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|2854|7|1|55|-1|0|312|no
no|secondary|cellular|married|unknown|yes|no|may|technician|77|7|1|41|-1|0|56|no
no|tertiary|cellular|married|unknown|yes|no|may|management|1544|7|1|32|-1|0|265|no
no|secondary|cellular|single|unknown|yes|no|may|blue-collar|2227|7|1|35|-1|0|219|no
no|secondary|cellular|single|failure|yes|no|may|blue-collar|-219|7|6|32|342|2|446|no
yes|secondary|cellular|married|failure|yes|no|may|entrepreneur|-388|7|1|30|293|3|263|no
no|secondary|cellular|divorced|unknown|yes|no|may|blue-collar|0|7|1|40|-1|0|135|no
no|unknown|cellular|married|failure|yes|no|may|blue-collar|807|7|1|58|366|2|57|no
no|secondary|cellular|single|other|yes|no|may|technician|656|7|1|31|275|1|158|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|1938|7|1|40|-1|0|228|no
no|secondary|cellular|married|other|no|no|may|admin.|3025|7|1|51|352|1|476|yes
no|secondary|cellular|married|other|yes|yes|may|technician|0|7|2|38|296|5|193|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|2095|7|2|36|-1|0|122|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|728|7|1|55|-1|0|247|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|489|7|2|32|349|4|103|no
no|secondary|cellular|divorced|unknown|yes|no|may|technician|592|7|3|34|-1|0|67|no
no|secondary|cellular|married|failure|yes|yes|may|services|51|7|2|25|357|2|159|no
no|secondary|cellular|married|unknown|yes|no|may|admin.|0|7|2|35|-1|0|121|no
no|secondary|cellular|married|failure|yes|no|may|services|15|7|2|28|356|1|182|no
no|secondary|cellular|single|failure|yes|no|may|admin.|-101|7|1|45|301|1|101|no
no|tertiary|cellular|married|success|no|no|may|management|676|7|1|34|177|1|156|no
no|unknown|cellular|married|unknown|yes|no|may|blue-collar|2090|7|2|60|-1|0|957|yes
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|-327|7|1|49|-1|0|423|no
no|secondary|cellular|married|unknown|yes|yes|may|services|-99|7|2|34|-1|0|258|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|478|7|1|33|338|1|349|no
no|secondary|cellular|single|unknown|yes|no|may|technician|618|7|1|28|-1|0|281|no
no|tertiary|cellular|married|failure|yes|no|may|services|218|7|3|51|363|2|154|no
yes|tertiary|telephone|divorced|unknown|yes|no|may|management|-23|7|2|59|-1|0|287|no
no|secondary|cellular|married|unknown|yes|no|may|technician|7449|7|1|28|-1|0|193|no
no|secondary|cellular|single|failure|no|no|may|technician|1626|7|2|31|286|3|356|no
no|tertiary|cellular|single|unknown|yes|no|may|management|492|7|1|30|-1|0|94|no
no|tertiary|cellular|single|unknown|yes|no|may|technician|757|7|2|53|-1|0|122|no
no|primary|telephone|divorced|unknown|yes|no|may|blue-collar|223|7|2|47|-1|0|140|no
no|unknown|cellular|married|unknown|yes|yes|may|blue-collar|982|7|2|56|-1|0|135|no
no|tertiary|cellular|married|failure|no|no|may|management|430|7|2|44|171|2|97|no
no|secondary|cellular|single|unknown|yes|no|may|management|202|7|1|31|-1|0|590|no
no|primary|cellular|single|success|yes|no|may|blue-collar|216|7|2|32|351|1|87|no
no|secondary|cellular|divorced|other|yes|yes|may|blue-collar|-91|7|3|43|167|4|92|no
no|secondary|cellular|married|unknown|yes|no|may|services|753|7|2|51|-1|0|541|no
no|unknown|cellular|single|other|yes|no|may|technician|231|7|3|23|367|1|560|no
no|tertiary|cellular|single|other|yes|no|may|entrepreneur|734|7|1|31|168|4|295|no
no|secondary|cellular|single|unknown|yes|no|may|admin.|9|7|2|36|-1|0|473|no
no|secondary|cellular|divorced|failure|yes|no|may|unemployed|193|7|1|40|357|1|195|no
no|primary|cellular|single|failure|yes|no|may|blue-collar|553|7|3|28|321|3|225|no
no|secondary|cellular|single|unknown|yes|yes|may|technician|1371|7|2|24|-1|0|166|no
no|unknown|cellular|single|unknown|yes|no|may|blue-collar|160|7|2|53|-1|0|589|no
no|primary|cellular|married|unknown|yes|no|may|services|2386|7|2|44|-1|0|228|no
yes|tertiary|cellular|divorced|failure|yes|yes|may|management|-1|7|1|37|349|1|101|no
no|primary|cellular|single|failure|yes|no|may|blue-collar|758|7|1|25|357|1|258|no
no|tertiary|cellular|single|unknown|yes|no|may|student|0|7|1|25|-1|0|178|no
no|secondary|cellular|single|failure|yes|no|may|self-employed|766|7|2|50|304|4|253|no
no|tertiary|cellular|single|failure|yes|no|may|technician|0|7|2|29|337|6|347|yes
no|secondary|telephone|married|failure|yes|no|may|admin.|368|7|2|48|367|2|430|no
no|primary|cellular|married|failure|yes|no|may|blue-collar|441|7|4|36|358|1|100|no
no|tertiary|cellular|married|success|yes|no|may|management|1429|7|1|43|169|3|1030|yes
no|tertiary|cellular|single|failure|yes|no|may|management|0|7|1|31|22|2|45|no
no|primary|cellular|married|other|yes|yes|may|services|0|7|1|38|171|2|127|no
no|tertiary|cellular|single|unknown|yes|no|may|management|405|7|2|27|-1|0|129|no
no|tertiary|cellular|single|failure|yes|no|may|management|243|7|2|36|360|3|160|no
no|secondary|cellular|divorced|failure|yes|no|may|admin.|26|7|1|53|359|1|56|no
no|secondary|cellular|married|failure|yes|yes|may|blue-collar|356|7|3|40|365|1|1254|no
no|secondary|cellular|single|failure|yes|no|may|admin.|0|7|2|31|295|2|895|yes
no|secondary|cellular|married|unknown|yes|no|may|entrepreneur|162|7|2|53|-1|0|270|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|54|7|1|45|367|1|279|no
no|secondary|telephone|divorced|unknown|yes|no|may|management|122|7|1|48|-1|0|325|no
no|secondary|cellular|married|unknown|yes|no|may|technician|1753|7|1|57|-1|0|539|no
no|unknown|cellular|married|unknown|no|no|may|blue-collar|175|7|1|43|-1|0|54|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|956|7|1|45|-1|0|643|no
no|secondary|cellular|single|unknown|yes|no|may|blue-collar|311|7|2|26|-1|0|798|yes
no|secondary|cellular|single|unknown|yes|no|may|admin.|239|7|3|30|-1|0|115|no
no|tertiary|cellular|single|unknown|no|yes|may|management|1085|7|6|24|-1|0|95|no
no|secondary|cellular|single|failure|yes|no|may|admin.|2790|7|1|42|336|1|425|no
no|secondary|cellular|single|unknown|yes|no|may|blue-collar|4|7|2|27|-1|0|153|no
no|secondary|cellular|single|failure|yes|no|may|blue-collar|142|7|2|35|168|1|266|no
yes|tertiary|cellular|divorced|unknown|yes|no|may|unemployed|530|7|1|34|-1|0|57|no
no|secondary|cellular|married|unknown|yes|no|may|entrepreneur|-25|7|2|32|-1|0|243|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|4646|7|3|46|359|1|33|no
no|tertiary|cellular|divorced|failure|no|no|may|self-employed|1513|7|1|38|342|1|330|no
no|tertiary|cellular|single|failure|yes|yes|may|entrepreneur|77|7|1|47|335|3|308|no
no|tertiary|cellular|married|failure|yes|no|may|management|618|7|2|47|359|3|50|no
no|tertiary|cellular|married|failure|yes|no|may|management|246|7|2|58|288|2|245|no
no|secondary|cellular|married|failure|yes|yes|may|admin.|-393|7|2|28|349|2|247|no
no|unknown|cellular|married|failure|yes|no|may|management|546|7|3|38|351|2|437|no
no|secondary|cellular|single|other|no|no|may|student|8366|7|2|27|349|1|458|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|703|7|3|43|301|1|96|no
no|secondary|cellular|single|unknown|yes|no|may|admin.|697|7|2|28|-1|0|404|no
no|tertiary|cellular|married|unknown|yes|no|may|management|-1224|7|4|52|-1|0|253|no
no|secondary|cellular|divorced|unknown|yes|no|may|admin.|181|7|2|36|-1|0|271|no
no|secondary|cellular|single|failure|yes|no|may|services|5533|7|2|26|283|4|582|no
yes|primary|cellular|divorced|unknown|yes|no|may|blue-collar|78|7|2|42|-1|0|227|no
no|tertiary|cellular|single|failure|yes|no|may|self-employed|270|7|2|28|345|2|49|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|1033|7|2|35|-1|0|244|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|162|7|3|50|-1|0|924|no
no|secondary|cellular|single|unknown|yes|no|may|services|814|7|2|27|-1|0|62|no
no|tertiary|cellular|married|failure|yes|no|may|management|0|7|3|43|293|5|240|no
no|tertiary|cellular|married|unknown|yes|no|may|management|2417|7|2|29|-1|0|126|no
no|secondary|cellular|single|other|yes|yes|may|technician|417|7|2|28|366|2|188|no
no|tertiary|cellular|married|unknown|yes|no|may|management|19|7|2|37|-1|0|580|no
no|secondary|cellular|divorced|failure|yes|no|may|technician|2|7|2|33|330|17|600|no
no|secondary|cellular|married|success|yes|yes|may|technician|264|7|2|56|280|5|639|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|424|7|5|41|-1|0|83|no
no|secondary|cellular|married|unknown|yes|no|may|admin.|543|7|2|33|-1|0|244|no
no|tertiary|cellular|single|unknown|yes|no|may|self-employed|75|7|3|28|-1|0|245|no
no|secondary|cellular|divorced|unknown|yes|no|may|blue-collar|1145|7|3|54|-1|0|178|no
no|secondary|cellular|married|unknown|yes|no|may|technician|432|7|2|24|-1|0|212|no
no|secondary|cellular|divorced|unknown|yes|no|may|technician|411|7|2|39|-1|0|17|no
no|secondary|cellular|married|unknown|yes|no|may|housemaid|556|7|3|36|-1|0|35|no
no|primary|cellular|married|unknown|yes|no|may|services|0|7|2|33|-1|0|227|no
no|tertiary|cellular|married|unknown|yes|no|may|entrepreneur|193|7|8|46|-1|0|201|no
no|primary|cellular|married|unknown|yes|yes|may|blue-collar|0|7|2|42|-1|0|209|no
no|secondary|cellular|married|unknown|yes|no|may|technician|2000|7|2|38|-1|0|198|no
no|secondary|cellular|married|other|yes|no|may|admin.|48|7|2|34|287|3|1806|yes
no|secondary|cellular|single|failure|yes|no|may|technician|105|7|2|34|171|3|146|no
yes|secondary|cellular|single|other|yes|yes|may|blue-collar|-717|7|2|27|349|1|202|no
no|secondary|cellular|married|unknown|yes|no|may|admin.|799|7|3|31|-1|0|556|no
no|secondary|cellular|divorced|unknown|yes|no|may|admin.|0|7|2|35|-1|0|262|no
no|unknown|cellular|single|unknown|yes|no|may|technician|460|7|2|31|-1|0|189|no
no|tertiary|cellular|married|unknown|yes|no|may|housemaid|66|7|2|23|-1|0|1391|yes
no|secondary|cellular|married|other|yes|no|may|housemaid|13|7|2|26|293|1|132|no
no|tertiary|telephone|single|unknown|yes|no|may|unemployed|140|7|2|31|-1|0|11|no
no|tertiary|cellular|married|failure|yes|yes|may|management|1854|7|3|51|338|2|166|no
no|primary|cellular|married|failure|yes|no|may|blue-collar|2144|7|2|53|342|1|217|no
no|primary|cellular|single|other|yes|no|may|blue-collar|2146|7|2|49|353|2|1516|yes
no|tertiary|telephone|married|failure|no|no|may|entrepreneur|16125|7|2|56|167|1|202|no
no|tertiary|cellular|divorced|unknown|yes|yes|may|admin.|2801|7|2|38|-1|0|252|no
no|secondary|cellular|married|failure|yes|yes|may|blue-collar|660|7|4|39|168|3|93|no
no|primary|cellular|single|unknown|yes|no|may|blue-collar|0|7|2|38|-1|0|350|no
no|secondary|telephone|married|other|yes|no|may|services|1577|7|2|57|357|1|908|no
no|primary|cellular|married|unknown|yes|no|may|blue-collar|50|7|2|33|-1|0|246|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|-20|7|3|29|-1|0|140|no
no|secondary|cellular|married|failure|yes|no|may|blue-collar|1664|7|2|31|17|2|603|no
no|tertiary|cellular|married|unknown|no|no|may|self-employed|11757|7|2|44|-1|0|152|no
no|secondary|cellular|single|failure|yes|yes|may|unemployed|490|7|2|37|325|3|739|no
no|secondary|cellular|divorced|unknown|yes|no|may|blue-collar|595|7|3|38|-1|0|245|no
no|secondary|cellular|married|unknown|yes|yes|may|blue-collar|1255|7|2|43|-1|0|300|no
no|secondary|cellular|divorced|failure|yes|no|may|technician|348|7|2|41|275|2|225|no
no|secondary|cellular|single|failure|yes|yes|may|admin.|-181|7|2|28|343|4|429|no
no|secondary|cellular|single|other|yes|no|may|blue-collar|567|7|2|32|342|4|275|no
yes|tertiary|cellular|divorced|unknown|yes|no|may|management|-277|7|3|32|-1|0|196|no
no|secondary|cellular|single|unknown|yes|no|may|technician|5214|7|2|33|-1|0|293|no
no|secondary|cellular|married|failure|yes|no|may|unemployed|356|7|3|42|356|2|787|yes
no|secondary|cellular|married|failure|yes|no|may|blue-collar|740|7|3|37|342|2|434|no
no|secondary|telephone|married|other|yes|no|may|retired|1|7|2|55|360|6|79|no
no|tertiary|cellular|married|failure|yes|no|may|entrepreneur|0|7|2|32|349|2|388|no
no|tertiary|cellular|married|unknown|yes|no|may|management|1174|7|2|50|-1|0|128|no
no|secondary|cellular|married|unknown|no|no|may|technician|1240|7|2|45|-1|0|269|no
no|tertiary|cellular|single|other|yes|yes|may|technician|2626|7|2|32|351|2|217|no
no|tertiary|cellular|single|unknown|yes|no|may|blue-collar|3014|7|2|32|-1|0|291|no
no|secondary|cellular|married|failure|yes|no|may|admin.|168|7|2|40|169|1|249|no
no|unknown|cellular|married|failure|yes|no|may|entrepreneur|1134|7|4|38|332|3|249|no
no|tertiary|cellular|married|unknown|no|no|may|management|991|7|2|29|-1|0|109|no
no|secondary|cellular|married|unknown|yes|yes|may|admin.|203|7|2|32|-1|0|219|no
no|tertiary|cellular|divorced|other|yes|no|may|management|-252|7|2|36|293|1|235|no
no|tertiary|cellular|divorced|unknown|yes|no|may|management|608|7|2|55|-1|0|161|no
no|tertiary|cellular|married|failure|yes|no|may|management|591|7|2|37|255|5|181|no
no|secondary|cellular|single|other|yes|no|may|services|1163|7|3|39|363|2|432|no
no|secondary|cellular|married|unknown|yes|no|may|retired|417|7|2|59|-1|0|476|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|62|7|3|39|-1|0|877|yes
no|secondary|cellular|married|success|yes|no|may|technician|348|7|2|33|294|1|263|no
no|secondary|cellular|single|other|yes|no|may|services|1192|7|2|31|349|2|156|no
no|secondary|cellular|single|unknown|yes|yes|may|services|638|7|3|24|-1|0|792|yes
no|secondary|cellular|married|unknown|yes|no|may|technician|197|7|2|36|-1|0|589|no
no|secondary|cellular|divorced|failure|yes|no|may|technician|-154|7|2|46|294|1|215|no
no|tertiary|cellular|single|failure|yes|no|may|technician|3086|7|3|30|168|1|84|no
no|secondary|cellular|single|unknown|yes|no|may|services|37|7|2|43|-1|0|329|no
no|tertiary|cellular|divorced|failure|no|no|may|technician|2558|7|2|33|367|2|680|no
yes|secondary|cellular|married|other|yes|yes|may|admin.|-106|7|3|45|288|1|553|yes
no|secondary|cellular|married|failure|yes|no|may|blue-collar|848|7|3|35|366|2|174|no
no|tertiary|cellular|married|failure|yes|no|may|self-employed|0|7|2|29|302|1|253|no
no|secondary|cellular|married|unknown|yes|no|may|blue-collar|1221|7|6|33|-1|0|127|no
no|secondary|cellular|married|unknown|yes|no|may|technician|130|7|3|27|-1|0|265|no
no|tertiary|cellular|single|other|yes|no|may|housemaid|979|7|4|27|357|1|272|no
